Cluster ID,confidence_score,Id,Name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Progmod,canonical_Phone,canonical_Center Director,canonical_Name,canonical_Number per Site EHS,canonical_Address,canonical_Agency,canonical_Column,canonical_IDHS Provider ID,canonical_Fax,canonical_Neighborhood,canonical_Email Address,canonical_Ounce of Prevention Description,canonical_Eearly Head Start Fund,canonical_Program Option,canonical_NAEYC Valid Until,canonical_ECE Available Programs,canonical_Id,canonical_NAEYC Program Id,canonical_Website,canonical_CC fund,canonical_Number per Site HS,canonical_Column2,canonical_Head Start Fund,canonical_Funded Enrollment,canonical_Zip,canonical_Length of Day,canonical_Purple binder service type,canonical_Director,canonical_Executive Director,canonical_Program Name
197,,234,Imani Children's Academy,11443 S. Halsted,,6609667,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,,235,City Colleges of Chicago Truman CDC,1145 W. Wilson,,9074741,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,,236,Gingerbread House Daycare,11640 S. Wentworth,,9284041,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,,237,Chicago Urban Day School,1248 W. 69th Street,,4833555,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,,238,Stepping Stones Early Childhood Center,1300 E. 75th St.,,4930000,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,,239,First Congregational Church Day Care,1305 N. Hamlin,,3848118,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,,240,Marcy-Newberry - Fosco Park,1312 S. Racine,,7466024,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,0.728715,241,"Kids Place II, Inc.",1318 West 95th St.,,4456500,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'4456500',b'',"b'kids place ii, inc.'",b'',b'1318 west 95th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'241',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
92,0.987061,242,St. Augustine College - Canillitas,1333-45 W. Argyle,,8783231,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'8783231',b'',b'st. augustine college - canillitas',b'',b'1333-45 w. argyle',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'242',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
204,,243,Casa Central - CSC Development Program,1343 N. California,,6452300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,0.999871969223,244,Abraham Lincoln Center - Hope,1354 W. 61st St.,,4715100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'4715100',b'',b'abraham lincoln centre - hope presbyterian church',b'',b'1354 w 61st st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'30',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
93,0.999949,245,Northwestern University Settlement House,1400 W. Augusta Blvd.,,2787471,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2787471',b'',b'northwestern university settlement house',b'',b'1400 w. augusta blvd.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'245',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
205,,246,Taylor - Day School Inc.,1414 W. 87th St,,2392322,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,,247,Little Kiddies Day Care,1447 W. Devon,,4657702,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,,248,Passages Charter School,1447 W. Montrose,,5491052,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,,249,Catholic Charities - Our Lady of Lourdes,1449 S. Keeler,,5213126,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,0.998357653618,250,Lutheran Social Services North Austin,1500 N. Mason,,2371930,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2371930',b'',b'lutheran social services of illinois - north austin / lssi',b'',b'1500 n mason ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'33',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
209,,251,Chicago Youth Centers Centro Nuestro (Taylor),1501 N. Harding,,2785837,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,,252,Marcy-Newberry Marcy Center,1539 S. Springfield,,7622300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,0.998584926128,253,Mary Crane Morse,1545 W. Morse,,2621390,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2621390',b'',b'mary crane league - mary crane - morse',b'',b'1545 w morse ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'38',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
211,,254,"Early Child Care Services,Inc.",160 N. LaSalle N. 201,,8144782,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,0.998292446136,255,Chicago Commons-Taylor Center For New Experiences,1633 N. Hamlin,,2278551,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2278551',b'',b'chicago commons association - taylor center for new experiences',b'',b'1633 n hamlin ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'482',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'head start'
212,,256,Chicago Commons Paulo Freire,1653 W. 43rd Street,,8266260,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,,257,Children?s Home & Aid Englewood,1701 W. 63rd St.,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,0.999901294708,258,Erie Neighborhood House,1701 W. Superior,,5635800,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'5635800',b'',b'erie neighborhood house - erie community center',b'',b'1701 w superior st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'483',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'head start'
2,0.995868,259,El Hogar del Ni?o New Loomis,1710-1718 S. Loomis,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'5630662',b'',b'el hogar del ni?o new loomis',b'',b'1710-1718 s. loomis',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'259',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
214,,260,Kiddy Kare Preschools Little Tykes I,1711 W. 35th Street,,2547710,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,0.995868,261,El Hogar del Ni?o Loomis Preschool,1718 S. Loomis,,5630662,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'5630662',b'',b'el hogar del ni?o new loomis',b'',b'1710-1718 s. loomis',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'259',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
215,,262,Kiddy Kare Preschools Little Tykes II,1723 W. 35th Street,,5791791,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,,263,Lutheran Social Services Rogers Park,1754 W. Devon,,2623366,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,,264,Children?s Place Family Center,1800 N. Humboldt Blvd.,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,,265,Lutheran Day Nursery,1802 N. Fairfield,,4864222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,0.997797727585,266,Chicago Commons Guadalupano,1814 S. Paulina,,6663883,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'6663883',b'',b'chicago commons association - guadalupano family center',b'',b'1814 s paulina st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'600',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
219,,267,Chicago International Charter Basil Campus,1816 W. Garfield Blvd.,,8630652,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,0.566363871098,268,YMCA McCormick Tribune Preschool,1834 N. Lawndale,,2352525,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2352525',b'',b'ymca of metropolitan chicago - mccormick tribune- ymca',b'',b'1834 n lawndale ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'55',b'',b'',b'',b'',b'',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'',b'',b'community partnerships'
220,,269,Wee Care Nursery School & Kindergarten,1845 E. 79th St.,,2214442,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,,270,City Colleges Malcolm X CDC,1900 W. Van Buren,,8507176,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,,271,Archdiocese of Chicago - St. Pius V,1919 S. Ashland,,2261590,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,,272,UIC Children?s Center II - West,1919 W. Taylor (m/c 525) Rm. 128,,4135326,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,,273,Terry Town Vireva Nursery School,1935 W. 51st St.,,9258417,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,0.998542904854,274,El Valor Corporation-Guadalupe Reyes Children and Family Center,1951 W. 19th St.,,9972021,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'9972021',b'',b'el valor - guadalupe reyes children & family center',b'',b'1951 w 19th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'614',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
225,,275,New Zion Child Care Academy,1960 W. 13th St.,,7331263,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,,276,Loop Learning Center,2001 S. Michigan Ave.,,2258828,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,0.999886035919,277,North Avenue Day Nursery,2001 W. Pierce,,3424499,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'3424499',b'',b'north avenue day nursery - north avenue day nursery',b'',b'2001 w pierce ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'head start'
227,,278,Carole Robertson Center Roosevelt,2020 W. Roosevelt,,2434881,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,,279,Dorsey Developmental Institute I,2050 E. 93rd Street,,3754300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,,280,"Loren Children's Learning Center, Inc.",2106 E. 79th St.,,3569400,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,,281,Archdiocese of Chicago - St. Paul/ Our Lady of Vilna,2114 W. 22nd Pl.,,8476078,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,,282,Marillac House,212 S. Francisco,,7227440,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,,283,Chinese American Service League,2141 S. Tan Ct.,,7910454,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,,284,A Child's World Early Learning Center,2145 E. 83rd St.,,9786598,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,,285,St. Vincent DePaul Child Development,2145 N. Halsted,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,,286,Laurance Armour School,2150 W. Harrison St.,,9426501,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,,287,"Precious Little One's Learning Center, Inc.",221 E. 51st St.,,2859902,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,,288,Archdiocese of Chicago - St. Ann,2211 W. 18th Pl.,,8294153,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,,289,Casa Central - Casa Infantil Child Development Program,2222 N. Kedzie Ave.,,7721170,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,,290,Ahadi Early Learning Center,2257 E. 71st St.,,2517086,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,,291,Love Learning Center,228 E. 61st Street,,7520243,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,292,El Hogar Del Nino California,2325 S. California,,,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,0.999460697174,293,Henry Booth House - Gentry,2326 S. Dearborn,,8428557,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'8428557',b'',b'henry booth house - bernard gentry',b'',b'2326 s dearborn st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'69',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
242,,294,Kenyatta?s Day Care Center,2334 E. 75th Street,,2213777,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,,295,Ada S. McKinley Trumball Park,2400 E. 105th St,,9785341,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,,296,Henry Booth House Hilliard at Quinn Chapel,2401 S. Wabash,,7919710,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,,297,YMCA High Ridge,2424 W. Touhy,,2628300,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,,298,El Valor Corporation-Carlos Cantu Children and Family Centers,2434 S. Kildare,,7219311,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,,299,"Wee Wee Center for Creative Learning, Inc.",2434 W. 71st St.,,4710869,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,,300,Archdiocese of Chicago - Our Lady of Grace,2446 N. Ridgeway Ave.,,3420170,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,,301,Mother?s Touch I,2501 W. 71st Street,,4363177,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,0.998725,302,Christopher House Greenview,2507 N. Greenview,,4721083,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'4721083',b'',b'christopher house - christopher house - greenview',b'',b'2507 n greenview ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'77',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
250,,303,Children?s Home & Aid Society Viva,2516 W. Division,,2526313,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,0.921095699072,304,Christopher House Logan Square,2610 N. Francisco,,2354073,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'2354073',b'',b'christopher house - christopher house - logan square',b'',b'2610 n francisco ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'104',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
251,,305,St. Augustine College Nayarit,2610 W. 25th Pl.,,8783653,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,,306,Archdiocese of Chicago - St. Agnes of Bohemia,2643 S. Central Park Ave.,,5220143,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,,307,"Teddy Bear Nursery School, Inc. I",2649 W. 51st Street,,4760700,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,,308,Gads Hill Child Care Center,2653 W. Ogden,,5211196,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,,309,Little Kids Village Learning,2656 W. 71st St.,,7764753,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,,310,YMCA Rauner Family,2700 S. Western Ave.,,5060130,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,,311,Keeper?s Institute Infant/Child Care,2718 W. 59th St.,,4348835,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,0.993729889393,312,Mary Crane West,2820 N. Leavitt,,3485528,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'3485528',b'',b'mary crane west',b'',b'2820 n. leavitt',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'312',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
52,0.999907,313,Henry Booth House - Near South,2929 S. Wabash,,7910424,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'7910424',b'',b'henry booth house - near south / henry booth',b'',b'2929 s wabash ave',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'89',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
53,0.999941647053,314,Carole Robertson Center for Learning,2929 W. 19th St.,,5211600,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'5211600',b'',b'carole robertson center for learning - carole robertson center 2929',b'',b'2929 w 19th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'91',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
258,,315,Dorsey Developmental Institute III,2938 E. 91st Street,,9330053,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,0.974898934364,316,Boys & Girls Clubs General R. E. Wood,2950 W. 25th Street,,8475172,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'8475172',b'',b'boys and girls clubs of chicago - r.e. woods',b'',b'2950 w 25th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'92',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
51,0.923580269019,317,Mary Crane Center East,2974 N. Clybourn,,3485528,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,b'',b'3485528',b'',b'mary crane west',b'',b'2820 n. leavitt',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'312',b'',b'',b'',b'',b'',b'',b'',b'',b'extended day',b'',b'',b'',b'child care'
259,,318,Little Leaders of Tomorrow Daycare,301 N. Mayfield,,3788302,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
260,,319,Shinning Star Child Development Institute,3012-16 E. 92nd St.,,9787827,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
261,,320,Irving Park Early Learning Center,3023 W. Montrose,,5397422,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
262,,321,Archdiocese of Chicago - St. Sylvester,3027 W. Palmer St.,,7725222,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,,322,A-Karrasel - Avondale,3030 N. Kedzie,,4636151,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,,323,Young Scholars Developmental Institute,3038 W. 59th St.,,9181944,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
265,,324,YMCA South Chicago,3039 E. 91st Street,,7219100,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
266,,325,El Valor Corporation-Ray Gonzalez Children and Family Center,3050 E. 92nd St.,,7219311,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
267,,326,Kids Hope United Bridgeport CDC,3053 S. Normal,,8425566,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
268,,327,Kove Learning Academy,3137 W. 71st Street,,4763083,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
269,,328,Locke Charter School,3141 W. Jackson,,2657232,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
270,,329,Bethel New Life Bethel Child Development,316 N. Pulaski,,2653830,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
271,,330,Metropolitan Family Services,3215 W. 63rd Street,,8842350,,Community Partnerships,"8-11 Hours, varies by facility",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
