Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Ounce of Prevention Description,canonical_Fax,canonical_Website,canonical_Center Director,canonical_Head Start Fund,canonical_Number per Site EHS,canonical_Neighborhood,canonical_NAEYC Program Id,canonical_Phone,canonical_Length of Day,canonical_Progmod,canonical_NAEYC Valid Until,canonical_CC fund,canonical_Source,canonical_Id,canonical_Number per Site HS,canonical_Program Name,canonical_Address,canonical_Email Address,canonical_IDHS Provider ID,canonical_Column2,canonical_Purple binder service type,canonical_Director,canonical_Column,canonical_Program Option,canonical_Funded Enrollment,canonical_Agency,canonical_Zip,canonical_Site name,canonical_Eearly Head Start Fund,canonical_ECE Available Programs,canonical_Executive Director
47,0.703988138172,2288,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Rauner,2700 S. Western Ave. ,60608,8473115,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sonya Sifuentes ,,,,,,,b'',b'',b'yes',b'www.ymcachicago.org',b'',b'',b'',b'',b'8473115',b'half day/full day',b'yes',b'sherry ceroomes',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1199',b'',b'state pre-kindergarten',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'woodlawn',b'ymca of metropolitan chicago',b'',b'60624',b'ymca of metropolitan chicago - rauner',b'sherry ceroomes',b'dorothy cole-gary',"b'2694it(child care it center), 7095ps(hs collaboration with c'"
47,0.710901884569,2289,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Chicago,3039 E. 91st St. ,60617,7219100,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Sherry Ceroomes ,,,,,,,b'',b'',b'yes',b'www.ymcachicago.org',b'',b'',b'',b'',b'8473115',b'half day/full day',b'yes',b'sherry ceroomes',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1199',b'',b'state pre-kindergarten',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'woodlawn',b'ymca of metropolitan chicago',b'',b'60624',b'ymca of metropolitan chicago - rauner',b'sherry ceroomes',b'dorothy cole-gary',"b'2694it(child care it center), 7095ps(hs collaboration with c'"
47,0.712835494015,2290,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago South Side,6330 S. Stony Island ,60637,7739470,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,Bobbie Dickens ,,,,,,,b'',b'',b'yes',b'www.ymcachicago.org',b'',b'',b'',b'',b'8473115',b'half day/full day',b'yes',b'sherry ceroomes',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1199',b'',b'state pre-kindergarten',b'2700 s western ave',b'',b'',b'',b'',b'',b'',b'woodlawn',b'ymca of metropolitan chicago',b'',b'60624',b'ymca of metropolitan chicago - rauner',b'sherry ceroomes',b'dorothy cole-gary',"b'2694it(child care it center), 7095ps(hs collaboration with c'"
61,0.700000280426,2291,DFSS_AgencySiteLies_2012.csv,YMCA of Metropolitan Chicago Wabash,3763 S. Wabash Ave. ,60653,2850020,,,,,,,YMCA of Metropolitan Chicago,,,,,,,,,,,www.ymcachicago.org,Dorothy Cole-Gary,LaVonna Loving,,,,,,,b'',b'',b'no',b'www.ymcachicago.org',b'',b'',b'',b'',b'2653900',b'half day/full day',b'no',b'paulette hernandez',b'yes',b'cps_early_childhood_portal_scrape.csv',b'1296',b'',b'state pre-kindergarten',b'6330 s stony island ave',b'',b'',b'',b'',b'',b'',b'east garfield park',b'ymca of metropolitan chicago',b'',b'60612',b'ymca of metropolitan chicago wabash',b'paulette hernandez',b'dorothy cole-gary',"b'7081ps(hs collaboration with childcare & prek), 6039ip(ehs c'"
1192,,2292,ECE Chicago Find a School scrape.csv, A-Karrasel Nursery Sch,3030 N. Kedzie ,60618,4636151,,,,,,Avondale,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
403,0.982563,2293,ECE Chicago Find a School scrape.csv, Addams,10810 Ave. H ,60617,5356210,,,,,,East Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'east side',b'',b'5356210',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'922',b'',b'prekindergarten for all',b'10810 s. ave. h',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',b'addams',b'',b'pfa-reg',b''
164,0.803864,2294,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'lake view',b'',b'5345725',b'',b'',b'',b'',b'ece chicago find a school scrape.csv',b'2294',b'',b'',b'2851 n. seminary',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60657',b'agassiz(blended)',b'',b'pfa-reg',b''
164,0.803864,2295,ECE Chicago Find a School scrape.csv, Agassiz(Blended),2851 N. Seminary ,60657,5345725,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,b'',b'',b'',b'',b'',b'',b'lake view',b'',b'5345725',b'',b'',b'',b'',b'ece chicago find a school scrape.csv',b'2294',b'',b'',b'2851 n. seminary',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60657',b'agassiz(blended)',b'',b'pfa-reg',b''
85,0.864602125608,2296,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr,3401 W. Ainslie ,60625,5095657,,,,,,Albany Park,,,,,,,,,,,,,CP,,,,,,,,b'415663',b'',b'no',b'http://www.apcc-chgo.org',b'',b'',b'albany park',b'',b'5395907',b'half day/full day',b'no',b'john dejulio',b'no',b'cps_early_childhood_portal_scrape.csv',b'107',b'',b'child care',b'3401 w ainslie',b'09/30/12',b'',b'child care',b'wthompson@apcc-chgo.org',b'',b'',b'albany park',b'albany park community center',b'',b'60625',b'albany park community center',b'john dejulio',b'harold rice',"b'2502ps(child care ps center & state pre-k), 2502sa(school ag'"
1193,,2297,ECE Chicago Find a School scrape.csv, Albany Park Comm Ctr. East,5101 N. Kimball ,60625,5835111,,,,,,North Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
774,0.641008794308,2298,ECE Chicago Find a School scrape.csv, Alcott,2625 N. Orchard ,60614,5345460,,,,,,Lincoln Park,,,,,,,,,,,,,TB,,,,,,,,b'',b'',b'',b'',b'',b'',b'lincoln park',b'',b'5347130',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2298',b'',b'prekindergarten for all',b'1840 w. ohio',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60614',b'talcott',b'',b'tb',b''
365,0.973556339741,2299,ECE Chicago Find a School scrape.csv, Aldridge,630 E. 131St St. ,60627,5355614,,,,,,Riverdale,,,,,,,,,,,,,HS-FD,,,,,,,,b'',b'',b'',b'',b'',b'',b'riverdale',b'',b'5355614',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'808',b'',b'head start',b'630 e. 131st st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60627',b'aldridge',b'',b'hs-fd',b''
271,0.993203,2300,ECE Chicago Find a School scrape.csv, Altgeld,7007 S. Loomis ,60636,5353250,,,,,,West Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,b'',b'',b'',b'',b'',b'',b'west englewood',b'',b'5353250',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'555',b'',b'head start',b'1340 w. 71st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60636',b'altgeld',b'',b'hs-hd',b''
407,0.973556,2301,ECE Chicago Find a School scrape.csv, Ariel Comm,1119 E. 46th St. ,60653,5351996,,,,,,Kenwood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'kenwood',b'',b'5351996',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'927',b'',b'prekindergarten for all',b'1119 e. 46th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60653',b'ariel comm',b'',b'pfa-reg',b''
580,0.996219,2302,ECE Chicago Find a School scrape.csv, Armour,950 W. 33rd Place ,60608,5354530,,,,,,Bridgeport,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'bridgeport',b'',b'5357297',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1149',b'',b'prekindergarten for all',b'911 west 32nd place',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60608',b'armour',b'',b'pfa-reg',b''
1194,,2303,ECE Chicago Find a School scrape.csv, Armstrong,2110 W. Greenleaf ,60645,5342150,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
572,0.981287,2304,ECE Chicago Find a School scrape.csv, Ashburn School,8300 S. St. Louis ,60652,5357860,,,,,,Ashburn,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'ashburn',b'',b'5357860',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1136',b'',b'prekindergarten for all',b'8300 s. st louis ave.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60652',b'ashburn school',b'',b'pfa-reg',b''
487,0.992781,2305,ECE Chicago Find a School scrape.csv, Attucks,5055 S. State St. ,60609,5351270,,,,,,Douglas,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'douglas',b'',b'5351270',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1034',b'',b'prekindergarten for all',b'3813 s. dearborn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60609',b'attucks',b'',b'pfa-reg',b''
478,0.916992386182,2306,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'north center',b'',b'5345470',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1322',b'',b'prekindergarten for all',b'3500 n. hoyne',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60618',b'audubon',b'',b'pfa-reg ts',b''
478,0.916992386182,2307,ECE Chicago Find a School scrape.csv, Audubon,3500 N. Hoyne ,60618,5345470,,,,,,North Center,,,,,,,,,,,,,TB,,,,,,,,b'',b'',b'',b'',b'',b'',b'north center',b'',b'5345470',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1322',b'',b'prekindergarten for all',b'3500 n. hoyne',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60618',b'audubon',b'',b'pfa-reg ts',b''
568,0.973556,2308,ECE Chicago Find a School scrape.csv, Avalon Park,8045 S. Kenwood ,60619,5356615,,,,,,Avalon Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'avalon park',b'',b'5356615',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1131',b'',b'prekindergarten for all',b'8045 s. kenwood',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60619',b'avalon park',b'',b'pfa-reg',b''
465,0.973556,2309,ECE Chicago Find a School scrape.csv, Avondale,2945 N. Sawyer ,60618,5345244,,,,,,Avondale,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'avondale',b'',b'5345244',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1004',b'',b'prekindergarten for all',b'2945 n. sawyer',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60618',b'avondale',b'',b'pfa-reg ts',b''
197,0.948677,2310,ECE Chicago Find a School scrape.csv, B & G Club General R.E. Wood,2950 W. 25th St ,60623,7627383,,,,,,South Lawndale,,,,,,,,,,,,,CP,,,,,,,,b'',b'',b'',b'',b'',b'',b'south lawndale',b'',b'8475172',"b'8-11 hours, varies by facility'",b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'316',b'',b'community partnerships',b'2950 w. 25th street',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60623',b'boys & girls clubs general r. e. wood',b'',b'cp',b''
1195,,2311,ECE Chicago Find a School scrape.csv, B & G Ida Mae Fletcher,3140 W Ogden ,60623,8475172,,,,,,North Lawndale,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1196,,2312,ECE Chicago Find a School scrape.csv, B & G James Jordan,2102 W. Monroe ,60612,4324294,,,,,,Near West Side,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1197,,2313,ECE Chicago Find a School scrape.csv, B & G John Yancey,6245 S. Wabash ,60637,3634733,,,,,,Washington Park,,,,,,,,,,,,,CP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
549,0.974569,2314,ECE Chicago Find a School scrape.csv, Banneker,6656 S. Normal ,60621,5353020,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'englewood',b'',b'5353020',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1111',b'',b'prekindergarten for all',b'6656 s. normal blvd.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60621',b'banneker',b'',b'pfa-reg',b''
401,0.973556,2315,ECE Chicago Find a School scrape.csv, Barnard,10354 S. Charles St. ,60643,5352625,,,,,,Beverly,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'beverly',b'',b'5352625',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'918',b'',b'prekindergarten for all',b'10354 s. charles st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60643',b'barnard',b'',b'pfa-reg',b''
463,0.993737,2316,ECE Chicago Find a School scrape.csv, Barry,4634 W. Diversey ,60641,5343455,,,,,,Hermosa,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'hermosa',b'',b'5343455',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1000',b'',b'prekindergarten for all',b'2828 n. kilbourn',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60641',b'barry',b'',b'pfa-reg ts',b''
383,0.973556339741,2317,ECE Chicago Find a School scrape.csv, Barton,7650 S. Wolcott Ave. ,60620,5353260,,,,,,Auburn Gresham,,,,,,,,,,,,,HS-FD,,,,,,,,b'',b'',b'',b'',b'',b'',b'auburn gresham',b'',b'5353260',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2317',b'',b'head start',b'7650 s. wolcott ave.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60620',b'barton',b'',b'hs-fd',b''
409,0.973556,2318,ECE Chicago Find a School scrape.csv, Bass,1140 W. 66th St. ,60621,5353275,,,,,,Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'englewood',b'',b'5353275',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'929',b'',b'prekindergarten for all',b'1140 w. 66th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60621',b'bass',b'',b'pfa-reg',b''
336,0.973556339741,2319,ECE Chicago Find a School scrape.csv, Bateman,4220 N. Richmond ,60618,5345055,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'irving park',b'',b'5345055',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'733',b'',b'head start',b'4220 n. richmond',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60618',b'bateman',b'',b'pfa-reg',b''
541,0.985153,2320,ECE Chicago Find a School scrape.csv, Beard,6445 W. Strong ,60656,5341228,,,,,,Norwood Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'norwood park',b'',b'5341230',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1102',b'',b'prekindergarten for all',b'6445 w. strong',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60656',b'beard',b'',b'pfa-reg',b''
760,0.856985,2321,ECE Chicago Find a School scrape.csv, Beasley,5255 S. State St ,60609,5351230,,,,,,Washington Park,,,,,,,,,,,,,CPC-FD,,,,,,,,b'',b'',b'',b'',b'',b'',b'washington park',b'',b'5351230',b'',b'',b'',b'',b'ece chicago find a school scrape.csv',b'2321',b'',b'',b'5255 s. state st',b'',b'',b'child parent center',b'',b'',b'',b'',b'',b'',b'60609',b'beasley',b'',b'cpc-fd',b''
512,0.973556,2322,ECE Chicago Find a School scrape.csv, Beaubien,5025 N. Laramie ,60630,5343500,,,,,,Jefferson Park,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'jefferson park',b'',b'5343500',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1069',b'',b'prekindergarten for all',b'5025 n. laramie',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60630',b'beaubien',b'',b'pfa-reg ts',b''
304,0.991257,2323,ECE Chicago Find a School scrape.csv, Beethoven,4421 S. State St. ,60609,5351480,,,,,,Fuller Park,,,,,,,,,,,,,HS-FD,,,,,,,,b'',b'',b'',b'',b'',b'',b'fuller park',b'',b'5351480',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'648',b'',b'head start',b'25 w. 47th st.',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60609',b'beethoven',b'',b'hs-fd',b''
320,0.973556,2324,ECE Chicago Find a School scrape.csv, Beidler,3151 W. Walnut ,60612,5346811,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,b'',b'',b'',b'',b'',b'',b'east garfield park',b'',b'5346811',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'689',b'',b'head start',b'3151 w. walnut',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60612',b'beidler',b'',b'hs-hd',b''
496,0.941526323557,2325,ECE Chicago Find a School scrape.csv, Belding,4207 W. Irving Park ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'irving park',b'',b'5343590',b'3-4 hours',b'',b'',b'',b'ece chicago find a school scrape.csv',b'2326',b'',b'prekindergarten for all',b'4257 n. tripp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60641',b'belding',b'',b'pfa-reg',b''
496,0.934694170952,2326,ECE Chicago Find a School scrape.csv, Belding,4257 N. Tripp ,60641,5343590,,,,,,Irving Park,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'irving park',b'',b'5343590',b'3-4 hours',b'',b'',b'',b'ece chicago find a school scrape.csv',b'2326',b'',b'prekindergarten for all',b'4257 n. tripp',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60641',b'belding',b'',b'pfa-reg',b''
535,0.965631,2327,ECE Chicago Find a School scrape.csv, Belmont-Cragin,6041 W. Diversey  ,60639,5343318,,,,,,Belmont Cragin,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'belmont cragin',b'',b'5343318',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1094',b'',b'prekindergarten for all',b'6041 w. diversey',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60639',b'belmont-cragin-socrates',b'',b'pfa-reg ts',b''
399,0.973556,2328,ECE Chicago Find a School scrape.csv, Bennett,10115 S. Prairie ,60628,5355460,,,,,,Roseland,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'roseland',b'',b'5355460',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'915',b'',b'prekindergarten for all',b'10115 s. prairie',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60628',b'bennett',b'',b'pfa-reg',b''
16,0.98028973341,2329,ECE Chicago Find a School scrape.csv, Bethel New Life,1120 N. Lamon ,60651,6267760,,,,,,Austin,,,,,,,,,,,,,CP,,,,,,,,b'',b'',b'',b'',b'',b'',b'austin',b'',b'6267760',b'half day/full day',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'329',b'',b'child care',b'1120 n lamon ave',b'',b'',b'child care',b'',b'',b'',b'',b'',b'',b'60651',b'bethel new life',b'',b'cp',b''
319,0.973556,2330,ECE Chicago Find a School scrape.csv, Bethune,3030 W. Arthington ,60612,5346890,,,,,,East Garfield Park,,,,,,,,,,,,,HS-HD,,,,,,,,b'',b'',b'',b'',b'',b'',b'east garfield park',b'',b'5346890',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'685',b'',b'head start',b'3030 w. arthington',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60612',b'bethune',b'',b'hs-hd',b''
418,0.916992386182,2331,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,TB,,,,,,,,b'',b'',b'',b'',b'',b'',b'lake view',b'',b'5345750',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2331',b'',b'prekindergarten for all',b'1420 w. grace',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60613',b'blaine',b'',b'tb',b''
418,0.916992386182,2332,ECE Chicago Find a School scrape.csv, Blaine,1420 W. Grace ,60613,5345750,,,,,,Lake View,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'lake view',b'',b'5345750',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'2331',b'',b'prekindergarten for all',b'1420 w. grace',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60613',b'blaine',b'',b'tb',b''
374,0.973556,2333,ECE Chicago Find a School scrape.csv, Bond,7050 S. May ,60621,5353480,,,,,,Englewood,,,,,,,,,,,,,HS-HD,,,,,,,,b'',b'',b'',b'',b'',b'',b'englewood',b'',b'5353480',b'5-6 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'830',b'',b'head start',b'7050 s. may',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60621',b'bond',b'',b'hs-hd',b''
412,0.982149,2334,ECE Chicago Find a School scrape.csv, Bontemps,1241 W. 58th St ,60636,5359175,,,,,,West Englewood,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'west englewood',b'',b'5359175',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'934',b'',b'prekindergarten for all',b'1241 west 58th st',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60636',b'bontemps',b'',b'pfa-reg',b''
551,0.973556,2335,ECE Chicago Find a School scrape.csv, Boone,6710 N. Washtenaw ,60645,5342160,,,,,,West Ridge,,,,,,,,,,,,,PFA-REG TS,,,,,,,,b'',b'',b'',b'',b'',b'',b'west ridge',b'',b'5342160',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1113',b'',b'prekindergarten for all',b'6710 n. washtenaw',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60645',b'boone',b'',b'pfa-reg ts',b''
560,0.977068,2336,ECE Chicago Find a School scrape.csv, Bouchet,7355 S. Jefferey Blvd. ,60649,5350501,,,,,,South Shore,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'south shore',b'',b'5350501',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1122',b'',b'prekindergarten for all',b'7355 s. jeffery',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60649',b'bouchet',b'',b'pfa-reg',b''
384,0.973556339741,2337,ECE Chicago Find a School scrape.csv, Bradwell,7736 S. Burnhan ,60649,5356600,,,,,,South Shore,,,,,,,,,,,,,HS-HD,,,,,,,,b'',b'',b'',b'',b'',b'',b'south shore',b'',b'5356600',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'851',b'',b'head start',b'7736 s. burnhan',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60649',b'bradwell',b'',b'hs-hd',b''
495,0.854649543762,2338,ECE Chicago Find a School scrape.csv, Brennemann,4251 N. Clarendon ,60613,5345766,,,,,,Uptown,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'uptown',b'',b'5345766',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1132',b'',b'prekindergarten for all',b'4251 n. clarendon',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60613',b'brennemann',b'',b'pfa-reg',b''
459,0.973556,2339,ECE Chicago Find a School scrape.csv, Brentano,2723 N. Fairfield ,60647,5344100,,,,,,Logan Square,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'logan square',b'',b'5344100',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'995',b'',b'prekindergarten for all',b'2723 n. fairfield',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60647',b'brentano',b'',b'pfa-reg',b''
1198,,2340,ECE Chicago Find a School scrape.csv, Bridge,3800 N. New England ,60634,5343718,,,,,,Dunning,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
402,0.987421929836,2341,ECE Chicago Find a School scrape.csv, Bright,10740 S. Calhoun ,60617,5356215,,,,,,South Deering,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'south deering',b'',b'5356218',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'921',b'',b'prekindergarten for all',b'10740 s. calhoun',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60617',b'bright',b'',b'pfa-reg',b''
1199,,2342,ECE Chicago Find a School scrape.csv, Brighton Park,3825 S. Washtenaw Ave. ,60632,5357235,,,,,,Brighton Park,,,,,,,,,,,,,PFA-REG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,0.973556,2343,ECE Chicago Find a School scrape.csv, Brown,54 N. Hermitage ,60612,5347250,,,,,,Near West Side,,,,,,,,,,,,,PFA-REG,,,,,,,,b'',b'',b'',b'',b'',b'',b'near west side',b'',b'5347250',b'3-4 hours',b'',b'',b'',b'cps_early_childhood_portal_scrape.csv',b'1077',b'',b'prekindergarten for all',b'54 n. hermitage',b'',b'',b'',b'',b'',b'',b'',b'',b'',b'60612',b'brown',b'',b'pfa-reg',b''
1200,,2344,ECE Chicago Find a School scrape.csv, Brown Academy,12607 S. Union ,60628,5355385,,,,,,West Pullman,,,,,,,,,,,,,HS-HD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
