Cluster ID,confidence_score,Id,Source,Site name,Address,Zip,Phone,Fax,Program Name,Length of Day,IDHS Provider ID,Agency,Neighborhood,Funded Enrollment,Program Option,Number per Site EHS,Number per Site HS,Director,Head Start Fund,Eearly Head Start Fund,CC fund,Progmod,Website,Executive Director,Center Director,ECE Available Programs,NAEYC Valid Until,NAEYC Program Id,Email Address,Ounce of Prevention Description,Purple binder service type,Column,Column2,canonical_Website,canonical_Email Address,canonical_Number per Site EHS,canonical_Center Director,canonical_Head Start Fund,canonical_Progmod,canonical_Purple binder service type,canonical_Length of Day,canonical_NAEYC Program Id,canonical_Address,canonical_Site name,canonical_Ounce of Prevention Description,canonical_NAEYC Valid Until,canonical_Source,canonical_Director,canonical_Column2,canonical_Eearly Head Start Fund,canonical_IDHS Provider ID,canonical_Fax,canonical_Number per Site HS,canonical_Agency,canonical_Zip,canonical_Phone,canonical_Id,canonical_Funded Enrollment,canonical_Executive Director,canonical_Program Name,canonical_ECE Available Programs,canonical_CC fund,canonical_Column,canonical_Neighborhood,canonical_Program Option
415,0.993911266327,2131,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Little Giants,3863 W. Harrison ,60624,2656330,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Ms.Gloria Granberry ,,,,,,,b'',b'',b'',b'www.easterseaslchicago.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'3863 w. harrison',b'little giant child care center',b'',b'ms.gloria granberry',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60624',b'2656330',b'350',b'easter seals society of metropolitan chicago',b'',b'community partnerships',b'barbara zawacki',b'',b'',b'',b''
702,0.528677940369,2132,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Liz-Ney-Land #1,4610 S Pulaski Rd ,60632,2479779,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Liz Medrano,,,,,,,b'no',b'',b'',b'www.ccc.edu',b'',b'no',b'',b'',b'',b'4610 s pulaski rd',b'easter seals society of metropolitan chicago liz-ney-land #1',b'',b'marcey reyes',b'dfss_agencysitelies_2012.csv',b'',b'',b'liz medrano',b'',b'',b'',b'',b'60632',b'2479779',b'1642',b'easter seals society of metropolitan chicago',b'',b'',b'phyllis daniels-ward',b'yes',b'',b'',b'archer heights'
1354,,2133,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Liz-Ney-Land #2,6010 S. Pulaski ,60632,5828355,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Liz Medrano ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
754,0.428225,2134,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Lordanchild Daycare,3344 W 79th St ,60652,4344918,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Quentin Donald ,,,,,,,b'no',b'',b'',b'www.easterseaslchicago.org',b'',b'no',b'',b'',b'',b'3344 w 79th st',b'easter seals society of metropolitan chicago lordanchild daycare',b'',b'quentin donald',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'quentin donald',b'',b'',b'',b'',b'60652',b'4344918',b'1644',b'easter seals society of metropolitan chicago',b'',b'',b'barbara zawacki',b'yes',b'',b'',b'ashburn'
238,0.66731262207,2135,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Mother's Touch,2501 W 71st St ,60629,4363177,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Ethel Daniels ,,,,,,,b'no',b'',b'',b'www.easterseaslchicago.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'2501 w 71st st',"b""easter seals society of metropolitan chicago mother's touch""",b'',b'ethel daniels',b'dfss_agencysitelies_2012.csv',b'',b'',b'ethel daniels',b'',b'',b'',b'',b'60629',b'4363177',b'1645',b'easter seals society of metropolitan chicago',b'',b'community partnerships',b'barbara zawacki',b'yes',b'',b'',b'chicago lawn'
755,0.467784523964,2136,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Near South Side Child Development Center,2214 S Federal St ,60616,5483614,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Catherine Rokusek ,,,,,,,b'no',b'10/01/16',b'',b'www.easterseaslchicago.org',b'',b'yes',b'crokusek@eastersealschicago.org',b'',b'',b'2214 s federal st',b'easter seals society of metropolitan chicago near south side child development center',b'723005',b'catherine rokusek',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'catherine rokusek',b'',b'',b'',b'',b'60616',b'5483614',b'2136',b'easter seals society of metropolitan chicago',"b'4388ip(ehs collaboration enhanced center-ip), 4388ep(ehs col'",b'',b'barbara zawacki',b'no',b'',b'',b'armour square'
254,0.861702998479,2137,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Rachel's Learning Center #1,3430 W Roosevelt Rd ,60624,5330444,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Rochelle Ray ,,,,,,,b'no',b'',b'',b'www.chicagoyouthcenters.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'3430 w roosevelt rd',"b""chicago youth centers - rachel's learning center #1""",b'',b'carol quinn',b'dfss_agencysitelies_2012.csv',b'',b'early head start',b'carol quinn',b'',b'',b'',b'',b'60624',b'5330444',b'1647',b'chicago youth centers',b'',b'community partnerships',b'harry wells',b'yes',b'',b'',b'north lawndale'
287,0.840349912643,2138,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Rachel's Learning Center #2,5242 W North Ave ,60639,2371444,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Rochelle Ray,,,,,,,b'no',b'',b'',b'www.chicagoyouthcenters.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'5242 w north ave',"b""easter seals society of metropolitan chicago rachel's learning center #2""",b'',b'carol quinn',b'dfss_agencysitelies_2012.csv',b'',b'early head start',b'carol quinn',b'',b'',b'',b'',b'60639',b'2371444',b'1618',b'chicago youth centers',b'',b'community partnerships',b'harry wells',b'yes',b'',b'',b'austin'
285,0.983471602201,2139,DFSS_AgencySiteLies_2012.csv,Easter Seals Society of Metropolitan Chicago Whiz Kids Nursery Center,518 W 103rd St. ,60628,2339445,,,,,,,Easter Seals Society of Metropolitan Chicago,,,,,,,,,,,www.easterseaslchicago.org,Barbara Zawacki,Diana Ross,,,,,,,b'',b'',b'',b'www.easterseaslchicago.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'518 w 103rd st.',"b'whiz kids nursery center, inc.'",b'',b'diana ross',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'',b'',b'',b'60628',b'2339445',b'2139',b'easter seals society of metropolitan chicago',b'',b'community partnerships',b'barbara zawacki',b'',b'',b'',b''
41,0.607872128487,2140,DFSS_AgencySiteLies_2012.csv,El Hogar Del Nino Loomis El Hogar,1718 S Loomis ,60608,5630644,,,,,,,El Hogar Del Nino,,,,,,,,,,,www.elhogardelnino.org,Rebecca Estrada,Kimberly Johnson,,,,,,,b'no',b'',b'',b'www.elhogardelnino.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'1718 s. loomis',b'el hogar new loomis',b'',b'kimberly johnson',b'ece chicago find a school scrape.csv',b'',b'',b'aurea de jesus',b'',b'',b'',b'',b'60608',b'5630662',b'2487',b'el hogar del nino',"b'4136it(child care it center), 8027ps(hs collaboration with c'",b'community partnerships',b'cp',b'yes',b'',b'lower west side',b'lower west side'
753,0.793847064177,2141,DFSS_AgencySiteLies_2012.csv,El Valor Amazing Grace Child Care Center,11123 S Halsted St ,60628,2643636,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Rachel Adesola ,,,,,,,b'no',b'',b'',b'www.easterseaslchicago.org',b'',b'yes',b'',b'',b'',b'11443 s halsted st',"b""easter seals society of metropolitan chicago imani's children""",b'',b'marianne powell',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'marianne powell-dee',b'',b'',b'',b'',b'60628',b'6609667',b'1640',b'easter seals society of metropolitan chicago',b'',b'',b'barbara zawacki',b'yes',b'',b'',b'roseland'
1355,,2142,DFSS_AgencySiteLies_2012.csv,El Valor Brenda's Kids Club,3552 E 118th St. ,60617,6460007,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Brenda Lopez ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,0.924095273018,2143,DFSS_AgencySiteLies_2012.csv,El Valor Carlos Cantu,2434 S. Kildare ,60623,2422700,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Irma Carmona ,,,,,,,b'',b'',b'',b'www.elvalor.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'2434 s. kildare',b'el valor corporation-carlos cantu children and family centers',b'',b'irma carmona',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60623',b'7219311',b'298',b'el valor',b'',b'community partnerships',b'vincent allocco',b'',b'',b'',b''
756,0.428225,2144,DFSS_AgencySiteLies_2012.csv,El Valor Centro Infantil (Puerto Rican Comm),2739 W Division ,60622,3428866,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Xochiti Ramirez,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'2739 w division',b'el valor centro infantil (puerto rican comm)',b'',b'xochiti ramirez',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'xochiti ramirez',b'',b'',b'',b'',b'60622',b'3428866',b'1659',b'el valor',b'',b'',b'vincent allocco',b'yes',b'',b'',b'west town'
757,0.428225,2145,DFSS_AgencySiteLies_2012.csv,El Valor Chicago Pre-School Academy,532 E 87th St ,60619,4884495,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Deneen Grover,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'532 e 87th st',b'el valor chicago pre-school academy',b'',b'deneen grover',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'deneen grover',b'',b'',b'',b'',b'60619',b'4884495',b'1660',b'el valor',b'',b'',b'vincent allocco',b'yes',b'',b'',b'chatham'
50,0.408952432019,2146,DFSS_AgencySiteLies_2012.csv,El Valor Guadalupe Reyes Children & Family Center,1951 W. 19th St. ,60608,9972021,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Rosa Moreno ,,,,,,,b'yes',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1951 w 19th st',b'el valor - guadalupe reyes children & family center',b'',b'rosa moreno',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'lydia marcos',b'',b'',b'',b'',b'60608',b'9972021',b'2146',b'el valor',"b'4141ps(child care ps center), 7026ps(hs collaboration with c'",b'child care',b'vincent allocco',b'yes',b'',b'',b'lower west side'
112,0.94561073184,2147,DFSS_AgencySiteLies_2012.csv,El Valor Kiddy Kare Learning Center,4444 S. Kedzie ,60632,2476642,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Marina Lopez ,,,,,,,b'',b'',b'',b'www.elvalor.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'4444 s. kedzie',b'kkp - kiddy kare i',b'',b'marina lopez',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60632',b'2476642',b'2147',b'el valor',b'',b'community partnerships',b'vincent allocco',b'',b'',b'brighton park',b''
758,0.428225,2148,DFSS_AgencySiteLies_2012.csv,El Valor Kidz Colony,6287 South Archer Ave ,60638,7678522,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Joy Avila,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'6287 south archer ave',b'el valor kidz colony',b'',b'joy avila',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'joy avila',b'',b'',b'',b'',b'60638',b'7678522',b'1664',b'el valor',b'',b'',b'vincent allocco',b'yes',b'',b'',b'garfield ridge'
759,0.428225,2149,DFSS_AgencySiteLies_2012.csv,El Valor Little Brown Bear Pre-School,8046 S Western Ave ,60620,4343500,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Deborah Broyles ,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'8046 s western ave',b'el valor little brown bear pre-school',b'',b'deborah broyles',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'deborah broyles',b'',b'',b'',b'',b'60620',b'4343508',b'1665',b'el valor',b'',b'',b'vincent allocco',b'yes',b'',b'',b'ashburn'
241,0.988891124725,2150,DFSS_AgencySiteLies_2012.csv,El Valor Little Kids Village,2656 W. 71st St. ,60629,7764753,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Sherri Thompson ,,,,,,,b'',b'',b'',b'www.elvalor.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'2656 w. 71st st.',b'little kids village learning',b'',b'sherri thompson',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60629',b'7764753',b'309',b'el valor',b'',b'community partnerships',b'vincent allocco',b'',b'',b'',b''
1356,,2151,DFSS_AgencySiteLies_2012.csv,El Valor Little Learners,5923 W. 63rd Street ,60638,5815541,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Paula Parrilli,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,0.596962068762,2152,DFSS_AgencySiteLies_2012.csv,El Valor Little Tykes I,1711 W. 35th Street ,60609,2547710,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Sara Matta,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1711 w 35th st',b'el valor - little tykes i',b'',b'sara matta',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'sara matta',b'',b'',b'',b'',b'60609',b'2547700',b'2604',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
43,0.59051572425,2153,DFSS_AgencySiteLies_2012.csv,El Valor Little Tykes II,1723 W. 35th Street ,60609,5791791,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Laura Gonzalez ,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'1723 w 35th st',b'el valor - little tykes ii',b'',b'laura gonzalez',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'laura gonzalez',b'',b'',b'',b'',b'60609',b'5791791',b'595',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'mckinley park',b'mckinley park'
760,0.428225,2154,DFSS_AgencySiteLies_2012.csv,El Valor Mari's Bumble Bee Academy,9725 S Commercial Ave ,60617,2217692,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Marisol Lopez ,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'9725 s commercial ave',"b""el valor mari's bumble bee academy""",b'',b'marisol lopez',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'marisol lopez',b'',b'',b'',b'',b'60617',b'2217692',b'1670',b'el valor',b'',b'',b'vincent allocco',b'yes',b'',b'',b'south deering'
761,0.477878,2155,DFSS_AgencySiteLies_2012.csv,El Valor New Age Preparatory,8940 S Cottage Grove Ave ,60619,7832431,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Tanya Furlow,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'',b'',b'8940 s cottage grove ave',b'el valor new age preparatory (8940 s cottage grove ave)',b'',b'tanya furlow',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'tanya furlow',b'',b'',b'',b'',b'60619',b'7832431',b'1671',b'el valor',b'',b'',b'vincent allocco',b'no',b'',b'',b'chatham'
340,0.732485324144,2156,DFSS_AgencySiteLies_2012.csv,El Valor New Age Preparatory Academy,10951 S Michigan Ave ,60628,7857737,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Tanya Furlow,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'half day/full day',b'',b'10951 s michigan ave',b'el valor new age preparatory academy (10951 s michigan ave)',b'',b'tanya furlow',b'dfss_agencysitelies_2012.csv',b'',b'',b'tanya furlow',b'',b'',b'',b'',b'60628',b'7857737',b'527',b'el valor',b'',b'head start',b'vincent allocco',b'yes',b'',b'',b'roseland'
82,0.425640273094,2157,DFSS_AgencySiteLies_2012.csv,El Valor Rey Gonzalez Children and Family Center,3050 E. 92nd St. ,60617,7219311,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Carmen Flores,,,,,,,b'yes',b'',b'',b'www.elvalor.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'3050 e 92nd st',b'el valor rey gonzalez children and family center',b'',b'carmen flores',b'cps_early_childhood_portal_scrape.csv',b'',b'child care',b'monica williams',b'',b'',b'',b'',b'60617',b'7219311',b'97',b'el valor',"b'2170it(child care it center), 2170ps(child care ps center),'",b'community partnerships',b'vincent allocco',b'yes',b'',b'',b'south chicago'
240,0.593835964799,2158,DFSS_AgencySiteLies_2012.csv,El Valor Teddy Bear 1,2649 W 51st St. ,60632,4760700,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Francy Torres ,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'2649 w 51st st',b'el valor teddy bear 1',b'',b'francy torres',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'francy torres',b'',b'',b'',b'',b'60632',b'4760700',b'2158',b'el valor',b'',b'community partnerships',b'vincent allocco',b'yes',b'',b'gage park',b'gage park'
98,0.782976955175,2159,DFSS_AgencySiteLies_2012.csv,El Valor Teddy Bear 2,3473 W Columbus ,60652,4342327,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Connie Guyton ,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'3473 w columbus',b'el valor teddy bear 2',b'',b'connie guyton',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'connie gayton',b'',b'',b'',b'',b'60652',b'4342327',b'113',b'el valor',b'',b'community partnerships',b'vincent allocco',b'yes',b'',b'',b'ashburn'
136,0.552365620931,2160,DFSS_AgencySiteLies_2012.csv,El Valor Teddy Bear 3,6401 S Pulaski Rd. ,60629,2842292,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Natasha Catchings ,,,,,,,b'',b'',b'',b'www.elvalor.org',b'',b'',b'',b'extended day',b'',b'6401 s pulaski rd.',b'el valor teddy bear 3',b'',b'natasha catchings',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60629',b'2842292',b'2160',b'el valor',b'',b'child care',b'vincent allocco',b'',b'',b'',b''
137,0.592550766468,2161,DFSS_AgencySiteLies_2012.csv,El Valor Teddy Bear 5,5160 S Pulaski Rd. ,60632,2847030,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Mary Zirngibl,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',b'extended day',b'',b'5160 s pulaski rd',b'el valor teddy bear 5',b'',b'mary zirngibl',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'mary zirngibl',b'',b'',b'',b'',b'60632',b'8261090',b'173',b'el valor',b'',b'child care',b'vincent allocco',b'yes',b'',b'',b'west elsdon'
80,0.628297948837,2162,DFSS_AgencySiteLies_2012.csv,El Valor Young Scholars Dev. Ins.,3038 W. 59th St. ,60629,9181944,,,,,,,El Valor,,,,,,,,,,,www.elvalor.org,Vincent Allocco,Elizabeth Campbell,,,,,,,b'no',b'',b'',b'www.elvalor.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'3038 w 59th st',b'el valor young scholars dev. ins.',b'',b'elizabeth campbell',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'elizabeth campbell',b'',b'',b'',b'',b'60629',b'9181944',b'2861',b'el valor',b'',b'community partnerships',b'vincent allocco',b'yes',b'',b'gage park',b'gage park'
762,0.428225,2163,DFSS_AgencySiteLies_2012.csv,Erie Neighborhood House Charter School,1405 N Washtenaw Ave ,60622,4867234,,,,,,,Erie Neighborhood House,,,,,,,,,,,www.eriehouse.org,Celena Roldan,,,,,,,,b'no',b'',b'',b'www.eriehouse.org',b'',b'no',b'',b'',b'',b'1405 n washtenaw ave',b'erie neighborhood house charter school',b'',b'',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'',b'',b'',b'',b'',b'60622',b'4867234',b'1679',b'erie neighborhood house',b'',b'',b'celena roldan',b'no',b'',b'',b'west town'
214,0.784926434358,2164,DFSS_AgencySiteLies_2012.csv,Erie Neighborhood House Erie Community Center,1701 W. Superior ,60622,5635800,,,,,,,Erie Neighborhood House,,,,,,,,,,,www.eriehouse.org,Celena Roldan,Celena Roldan,,,,,,,b'',b'',b'',b'www.eriehouse.org',b'',b'',b'',"b'8-11 hours, varies by facility'",b'',b'1701 w. superior',b'erie house',b'',b'celena roldan',b'ece chicago find a school scrape.csv',b'',b'',b'',b'',b'',b'',b'',b'60622',b'5635800',b'2495',b'erie neighborhood house',b'',b'community partnerships',b'cp',b'',b'',b'west town',b''
1357,,2165,DFSS_AgencySiteLies_2012.csv,Erie Neighborhood House Erie House,1347 W. Erie ,60622,6663430,,,,,,,Erie Neighborhood House,,,,,,,,,,,www.eriehouse.org,Celena Roldan,Valery Sheppard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
407,0.684907317162,2166,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman House East,4910 S. King ,60615,3732083,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Ms. Earline Moore ,,,,,,,b'',b'',b'',b'www.firmancs.org',b'',b'',b'',b'',b'',b'4910 s. king',b'firman community services firman house east',b'',b'ms. earline moore',b'dfss_agencysitelies_2012.csv',b'',b'',b'',b'',b'',b'',b'',b'60615',b'3732083',b'2166',b'firman community services',b'',b'',b'marguerite young',b'',b'',b'grand boulevard',b''
100,0.502559840679,2167,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman House West,37 W. 47th St. ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas ,,,,,,,b'no',b'',b'',b'www.firmancs.org',b'',b'no',b'',b'half day/full day',b'',b'37 w 47th st',b'firman community services - firman house west',b'',b'dontrease thomas',b'cps_early_childhood_portal_scrape.csv',b'',b'',b'ms. donna skinner-echols',b'',b'',b'',b'',b'60609',b'3733400',b'115',b'firman community services',"b'7076ps(hs collaboration with childcare & prek), 2759sa(schoo'",b'child care',b'marguerite young',b'yes',b'',b'grand boulevard',b'grand boulevard'
1358,,2168,DFSS_AgencySiteLies_2012.csv,Firman Community Services Firman West II SA 4644 S. Dearborn,4644 S. Dearborn ,60609,3733400,,,,,,,Firman Community Services,,,,,,,,,,, www.firmancs.org,Marguerite Young,Dontrease Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1359,,2169,DFSS_AgencySiteLies_2012.csv,First Church of Love And Faith FIRST CHURCH OF LOVE AND FAITH#1,2140 W. 79th St. ,60620,2246800,,,,,,,First Church of Love And Faith,,,,,,,,,,,,Archbishop Lucius Hall,Barbara Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1360,,2170,DFSS_AgencySiteLies_2012.csv,First Church of Love And Faith FIRST CHURCH OF LOVE AND FAITH#2,2141 W. 79th St. ,60200,8739155,,,,,,,First Church of Love And Faith,,,,,,,,,,,,Archbishop Lucius Hall,Barbara Mosley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1361,,2171,DFSS_AgencySiteLies_2012.csv,Gads Hill Center GH Cullerton Location,1919 W. Cullerton ,60608,2260963,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Mr. Montes de Oca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
387,0.700126647949,2172,DFSS_AgencySiteLies_2012.csv,Gads Hill Center GH Sinai Community Ogden,2653 W. Ogden ,60608,5211196,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Rick Baldwin,,,,,,,b'yes',b'',b'',b'www.gadshillcenter.org',b'',b'no',b'',"b'8-11 hours, varies by facility'",b'',b'2653 w. ogden',b'gads hill child care',b'',b'rick baldwin',b'ece chicago find a school scrape.csv',b'',b'',b'rick baldwin',b'',b'',b'',b'',b'60608',b'5211196',b'2517',b'gads hill center',b'4289sa(school age (sa))',b'community partnerships',b'cp',b'yes',b'',b'north lawndale',b'north lawndale'
1362,,2173,DFSS_AgencySiteLies_2012.csv,Gads Hill Center Hunt's Early Childhood Educational Academy,2701 W 79th St. ,60652,8638260,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Sallie Hunt ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1363,,2174,DFSS_AgencySiteLies_2012.csv,Gads Hill Center Kove Learning Academy,3137 W 71st St. ,60629,4763083,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Olivia Hargon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1364,,2175,DFSS_AgencySiteLies_2012.csv,Gads Hill Center M & E Daycare - 79th Street Day Care,3728 W 79th St. ,60652,5857979,,,,,,,Gads Hill Center,,,,,,,,,,,www.gadshillcenter.org,Barbara Castellan,Lisa Pearson,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
764,0.428225,2176,DFSS_AgencySiteLies_2012.csv,Haymarket Center Haymarket Center,120 N Sangamon ,60607,2267984,,,,,,,Haymarket Center,,,,,,,,,,,www.hcenter.org,Bakahia Madison,Bakahia Madison,,,,,,,b'no',b'',b'',b'www.hcenter.org',b'',b'yes',b'',b'',b'',b'120 n sangamon',b'haymarket center haymarket center',b'',b'bakahia madison',b'chapin_dfss_providers_2011_070212.csv',b'',b'',b'bakahia madison',b'',b'',b'',b'',b'60607',b'2267984',b'1723',b'haymarket center',b'',b'',b'bakahia madison',b'no',b'',b'',b'near west side'
1365,,2177,DFSS_AgencySiteLies_2012.csv,Haymarket Center Wholly Innocence Day Care Center,34 N. Sangamon ,60607,2267984,,,,,,,Haymarket Center,,,,,,,,,,,www.hcenter.org,Bakahia Madison,Bakahia Madison,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1366,,2178,DFSS_AgencySiteLies_2012.csv,Healing Temple Healing Temple,4941 W. Chicago ,60651,2876964,,,,,,,Healing Temple,,,,,,,,,,,,Elizabeth Lockhart,Carole Smoot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
